-0.78453,-8.826,3.9227,-1.53,14.31,-6.79,-120,257,-349
-0.68647,-8.826,3.9227,-0.5,15.6,-9.59,-117,253,-353
-0.68647,-8.826,4.0207,2.9,14.96,-6.29,-115,244,-335
-0.78453,-8.826,3.9227,2.46,6.18,-3.67,-120,252,-345
-0.78453,-8.9241,3.7265,4.13,23.8,-11.79,-112,246,-344
-0.78453,-8.826,3.7265,5.5,27.72,-8.88,-116,243,-336
-1.2749,-8.826,3.9227,1.02,17.2,-2.39,-123,233,-345
-1.5691,-8.6299,4.3149,1.98,12.4,-5.15,-118,226,-336
-0.98067,-8.7279,4.413,0.5,14.02,-5.59,-112,215,-332
-0.98067,-8.7279,3.9227,4.4,-0.95,-4.2,-122,218,-339
-0.5884,-8.826,3.9227,-4.59,-2.81,-0.89,-123,217,-327
-0.98067,-8.7279,3.9227,-4.57,18.6,-1.95,-118,226,-336
-0.8826,-8.826,4.0207,-7,0.45,-3.01,-122,220,-321
-1.0787,-8.7279,4.1188,-4.18,-2.67,-4.2,-115,222,-321
-0.98067,-8.826,4.1188,-2.31,-12.92,-0.1,-131,227,-317
-0.8826,-8.826,4.0207,3.16,-7.73,-5.95,-125,207,-324
-0.78453,-8.7279,4.0207,5.03,-18.23,10.98,-110,232,-332
-0.8826,-8.6299,3.7265,3.02,-17.24,12.26,-129,234,-332
-0.8826,-8.826,3.8246,-2.72,-4.37,2.2,-118,238,-336
-0.98067,-8.826,4.1188,-6.25,-17.63,2.74,-117,237,-344
-0.98067,-8.826,4.2169,-0.17,-39.96,13.51,-122,241,-341
-0.68647,-9.0221,3.9227,9.26,-22.53,6.92,-118,257,-340
-0.2942,-8.826,3.6285,10.64,-7.72,7.9,-115,277,-351
-0.2942,-8.6299,3.3343,1.73,5.42,-0.09,-104,261,-363
-0.39227,-8.826,3.9227,-5.02,19.32,-1.22,-109,261,-361
-0.5884,-8.826,4.3149,-7.38,6.34,-3.73,-106,264,-361
-0.78453,-8.7279,4.2169,-4.76,-7.21,6.1,-110,253,-348
-0.39227,-8.5318,4.0207,3.33,22.07,-10.21,-117,258,-346
-0.8826,-8.7279,4.2169,3.24,12.18,-9.76,-118,247,-336
-0.8826,-8.6299,4.2169,3.6,10.33,-1.69,-111,257,-352
-1.0787,-9.0221,4.0207,0.26,8.27,-3.53,-117,241,-346
-0.78453,-8.5318,3.9227,1.24,0.19,12.03,-113,233,-352
-1.5691,-8.5318,4.2169,3.69,5.53,22.95,-111,228,-340
-1.2749,-8.6299,4.1188,-2.68,-11.81,-9.38,-110,232,-348
-1.7652,-9.2183,4.413,0.29,12.83,-19.46,-99,231,-347
-0.8826,-8.826,3.9227,0.16,-9.91,-0.58,-119,227,-337
-0.98067,-8.826,3.9227,-1.62,-9.12,-1.89,-119,241,-335
-0.8826,-8.6299,4.1188,1.44,13.11,-1.68,-115,248,-346
-1.0787,-8.6299,4.2169,-0.31,-4.56,0.36,-106,238,-347
-1.2749,-8.6299,4.1188,2.82,1.05,0.37,-103,239,-341
-1.0787,-8.7279,4.0207,-0.16,-8.23,4.84,-109,235,-345
-1.0787,-8.6299,4.1188,-1.12,2.02,-2.6,-109,233,-345
-0.68647,-8.826,4.1188,3.04,32.85,-15.21,-111,238,-354
-1.1768,-8.4337,4.1188,2.06,14.01,-8.22,-111,231,-345
-1.1768,-8.7279,4.0207,0.69,-6.78,3.91,-105,215,-341
-0.5884,-8.6299,3.6285,0.02,22.85,-21.69,-110,227,-337
-0.98067,-8.826,4.2169,-1.01,3.47,-24.42,-112,227,-339
-0.8826,-8.7279,4.1188,-1.85,-8.53,2.47,-113,243,-354
-0.98067,-8.6299,4.2169,-1.02,-8.39,4.37,-123,235,-343
-0.8826,-8.7279,4.1188,3.2,6.15,7.53,-111,233,-338
-1.0787,-8.826,4.1188,0.58,-4.15,-1.51,-113,243,-345
-0.8826,-8.6299,4.0207,0.15,-2.77,1.47,-115,237,-348
-0.8826,-8.7279,3.9227,1.24,0.08,0.92,-102,235,-343
-0.8826,-8.7279,4.0207,-0.49,-3.02,-2.4,-106,238,-340
-0.8826,-8.826,4.2169,4.29,-7.73,1.63,-113,235,-347
-0.98067,-8.7279,4.2169,5.74,-10.1,3.09,-115,244,-346
-0.78453,-8.5318,4.413,8.58,1.37,-2.21,-99,250,-361
-0.78453,-8.4337,4.413,7.47,1.56,2.11,-105,251,-353
-0.78453,-8.4337,4.413,1.44,-0.87,2.14,-88,231,-361
-0.8826,-8.1395,4.8053,-3.47,-0.25,-14,-95,257,-358
-0.68647,-8.5318,4.5111,-2.82,9.41,-12.71,-99,247,-361
-0.78453,-8.5318,4.2169,-3.26,6.85,-2.73,-103,251,-353
-0.8826,-8.5318,4.2169,-5.34,15.06,-5.47,-109,250,-349
-0.78453,-8.7279,4.413,-4.62,7.63,-1.7,-110,241,-362
-0.8826,-8.6299,4.3149,-2.39,-1.46,4.87,-106,238,-349
-0.8826,-8.6299,4.3149,0.11,2.83,-1.55,-110,246,-337
-0.98067,-8.6299,4.1188,0.44,0.5,-2.27,-115,239,-351
-0.98067,-8.7279,4.3149,3.18,-5.26,1.48,-106,235,-338
-0.98067,-8.6299,4.3149,6.47,-5.69,1.05,-123,235,-343
-0.8826,-8.6299,4.3149,6.98,1.97,-3.01,-109,252,-352
-0.78453,-8.5318,4.1188,4.33,1.32,-0.14,-106,235,-345
-0.78453,-8.5318,4.1188,-0.49,4.66,-2.31,-97,238,-352
-0.8826,-8.5318,4.2169,-5.67,7.98,-7.5,-104,245,-352
-0.78453,-8.6299,4.3149,-8.02,5.51,-6.29,-105,234,-357
-0.78453,-8.6299,4.413,-4.7,3.75,-4.27,-98,241,-348
-0.78453,-8.9241,4.3149,-2.16,1.79,-7.38,-107,237,-348
-0.68647,-8.7279,4.3149,2.09,-0.53,-1.21,-107,239,-339
-0.8826,-8.7279,4.0207,2.22,-1.28,0.64,-122,239,-348
-0.78453,-8.6299,4.0207,-0.18,-0.34,-0.08,-110,241,-346
-0.68647,-8.7279,4.1188,-1.28,4.55,-1.1,-111,245,-349
-0.68647,-8.7279,4.1188,-1.31,-0.18,2.21,-112,241,-351
-0.78453,-8.826,4.2169,-0.08,-1.9,3.05,-120,233,-347
-0.78453,-8.7279,4.1188,0.45,0.27,0.75,-112,246,-341
-0.78453,-8.826,4.1188,0.06,-1.56,1.09,-115,241,-348
-0.8826,-8.7279,4.1188,-0.15,-4.61,1.23,-109,243,-347
-0.8826,-8.6299,4.2169,0.98,-1.19,-0.12,-106,250,-352
-1.0787,-8.6299,4.3149,2.94,-5.24,2.46,-118,233,-343
-0.8826,-8.7279,4.2169,4.37,2.15,-3.56,-109,243,-345
-0.8826,-8.6299,4.3149,4.18,-9.05,9.03,-112,248,-360
-0.8826,-8.5318,4.3149,3.67,-5.86,5.92,-104,243,-361
-0.68647,-8.5318,4.3149,1.89,-3,-1.72,-107,251,-373
-0.68647,-8.6299,4.413,1.18,-4.53,3.76,-106,238,-354
-0.68647,-8.5318,4.3149,0.21,1.76,-6.25,-97,243,-356
-0.68647,-8.5318,4.2169,-1.28,3.41,-3.89,-98,244,-357
-0.8826,-8.5318,4.2169,-2.99,6.31,-4.79,-102,254,-361
-0.98067,-8.7279,4.2169,-3.11,10.69,-8.82,-102,247,-358
-0.68647,-8.7279,4.1188,-4.19,15.24,-11.81,-111,243,-354
-0.78453,-8.6299,4.1188,-6.36,10.2,-5.51,-116,245,-347
-0.8826,-8.6299,3.8246,-4.98,15.62,-9.93,-104,235,-345
-0.8826,-8.826,3.9227,-5.38,19.6,-8.45,-125,235,-343
-0.98067,-8.9241,3.7265,-7.44,16.52,-4.77,-117,241,-328
-0.98067,-8.7279,3.4323,-7.78,17.7,-7.89,-125,226,-329
-1.8633,-9.1202,3.7265,-0.07,6.43,-4.79,-130,219,-313
-1.0787,-9.0221,3.3343,0.41,8.72,-12.37,-118,221,-320
-0.98067,-9.0221,3.5304,0.15,4.82,-3.66,-138,215,-314
-0.68647,-9.0221,3.3343,0.4,-1.62,-6.04,-137,217,-306
-0.5884,-9.0221,3.4323,1,-4.79,0.66,-125,212,-309
-0.5884,-9.0221,3.4323,0.79,1.51,-2.18,-133,225,-296
-0.68647,-9.0221,3.4323,0.94,-3.44,2.41,-136,218,-303
-0.78453,-9.0221,3.2362,0.06,-0.05,1.95,-131,234,-312
-0.78453,-8.9241,3.4323,0.55,-1.95,-0.61,-143,225,-303
-0.78453,-8.9241,3.4323,0.85,-1.98,-0.24,-135,219,-309
-0.68647,-8.9241,3.5304,1.04,0.81,-1.35,-133,222,-314
-0.78453,-8.826,3.6285,-0.09,-3.32,1.82,-132,231,-313
-0.68647,-8.9241,3.4323,3.18,3.82,2.15,-135,224,-311
-0.78453,-8.9241,3.4323,0.09,0.65,-0.7,-125,224,-309
-0.78453,-9.0221,3.4323,-1.13,0.65,2.83,-129,227,-312
-0.8826,-9.0221,3.5304,-0.32,1.59,-6.21,-126,215,-312
-0.68647,-9.0221,3.5304,2.05,-4.24,-1.69,-126,227,-310
-0.5884,-9.0221,3.5304,2.92,-1.89,-1.08,-139,224,-313
-0.5884,-8.9241,3.6285,2.34,-0.61,-0.86,-133,218,-328
-0.68647,-8.9241,3.6285,2.42,-0.09,1.71,-133,227,-323
-0.78453,-8.9241,3.6285,1.69,1.5,-1.63,-131,227,-323
-0.5884,-8.826,3.7265,0.64,-0.66,1.04,-127,231,-331
-0.68647,-8.9241,3.8246,0.67,0.4,-1.28,-124,227,-328
-0.78453,-9.0221,3.8246,0.23,-3.5,-3.32,-119,230,-328
-0.68647,-8.826,3.9227,3.13,-3.96,0.28,-129,230,-323
-0.5884,-8.826,3.8246,2.7,-0.87,-0.4,-129,239,-326
-0.5884,-8.826,3.7265,0.5,-3.21,0.27,-117,234,-328
-0.49033,-8.826,3.8246,0.21,2.28,-0.44,-117,239,-337
-0.5884,-8.826,3.8246,0.15,1.32,0.01,-125,245,-334
-0.5884,-8.826,3.9227,0.84,-0.56,-0.81,-125,228,-327
-0.5884,-8.826,3.9227,1.95,-1,0.08,-120,233,-340
-0.5884,-8.826,4.0207,2.45,-1.18,-0.31,-127,231,-336
-0.68647,-8.7279,3.9227,1.52,-3.67,-0.63,-119,232,-335
-0.5884,-8.7279,4.0207,1.92,-1.41,0.08,-122,237,-337
-0.49033,-8.7279,3.9227,1.69,-1.25,0.34,-120,243,-340
-0.5884,-8.7279,4.0207,1.69,-2.86,0.54,-119,244,-335
-0.68647,-8.826,3.8246,2.18,0.6,1.59,-116,238,-334
-0.5884,-9.0221,3.8246,0.57,8.24,-5.87,-119,241,-346
-0.5884,-8.826,3.8246,-3.21,0.4,-1.93,-105,237,-335
-0.68647,-8.826,3.9227,-1.45,6.6,-4.71,-125,240,-340
-0.5884,-8.7279,4.0207,-0.22,8.24,-6.77,-113,238,-336
-0.68647,-8.826,3.9227,4.1,6.98,-4.5,-113,231,-331
-0.5884,-9.0221,4.0207,5.12,5.44,-8.03,-109,231,-331
-0.49033,-8.3357,3.9227,3.49,5.16,-2.6,-126,241,-344
-0.49033,-8.5318,3.8246,3.92,8.18,-1.66,-113,243,-336
-0.19613,-8.7279,4.1188,3.6,11.75,-9.15,-113,238,-338
-0.19613,-8.2376,4.3149,4.57,12.96,-1.5,-112,225,-353
-0.39227,-8.7279,4.5111,3.22,1.68,-0.78,-113,245,-340
-0.2942,-8.826,4.7072,10.21,10.51,-1.15,-122,232,-351
-0.68647,-8.2376,4.6091,5.54,-2.43,7.58,-110,232,-346
-0.5884,-8.1395,4.7072,4.62,-2.84,6.76,-118,228,-352
-0.5884,-8.2376,4.7072,-1.4,5.78,2.04,-106,231,-354
-0.68647,-8.3357,4.9033,-5.54,6.4,-6.34,-98,225,-346
-0.5884,-8.4337,5.0014,-5.24,2.19,-6.23,-106,212,-345
-0.49033,-9.4144,5.0014,-3.44,-2.89,-6.03,-110,220,-348
-0.39227,-7.9434,3.9227,6,-16.21,37.11,-113,224,-343
-0.68647,-8.9241,4.1188,-5.3,0.12,-17.48,-106,224,-343
-0.39227,-8.6299,4.2169,-2.34,3.31,-2.54,-109,235,-343
-0.49033,-8.826,4.3149,-0.07,1.65,-4.27,-109,228,-345
-0.39227,-8.4337,4.3149,0.42,-11.74,3.89,-117,237,-348
-0.5884,-8.5318,4.413,1.88,5.72,-5.16,-111,245,-345
-0.49033,-8.4337,4.5111,1.42,3.27,-2.57,-116,243,-343
-0.39227,-8.5318,4.6091,0.81,1.99,-2.82,-116,231,-345
-0.39227,-8.4337,4.5111,2.78,4.24,-0.11,-110,230,-341
-0.39227,-8.6299,4.5111,0.58,4.54,-3.23,-115,230,-339
-0.2942,-8.5318,4.5111,-0.54,-1.82,1.82,-110,232,-355
-0.5884,-8.6299,4.5111,0.01,1.92,0.25,-104,228,-340
-0.2942,-8.6299,4.413,-0.3,1.76,-4.21,-105,220,-348
-0.39227,-8.6299,4.413,0.49,4.47,-2.95,-104,235,-338
-0.39227,-8.6299,4.413,0.48,6.37,-2.04,-116,228,-345
-0.49033,-8.6299,4.413,0.77,6.64,2.55,-105,237,-348
-0.5884,-8.6299,4.5111,-0.15,6.02,-2.4,-117,225,-351
-0.49033,-8.5318,4.6091,-0.26,-3.74,-2.37,-113,219,-329
-0.5884,-8.5318,4.5111,-0.58,-4.24,-5.66,-112,234,-353
-0.49033,-8.4337,4.5111,0.49,0.13,-4.78,-106,228,-345
-0.2942,-8.3357,4.5111,1.32,1.83,-2.15,-115,225,-346
-0.39227,-8.4337,4.6091,-0.45,0.14,-1.4,-110,225,-337
-0.39227,-8.4337,4.5111,-0.83,-0.06,-3.23,-109,231,-354
-0.39227,-8.5318,4.5111,-0.26,2.02,-1.63,-112,227,-344
-0.49033,-8.5318,4.5111,0.2,1.5,0.48,-113,231,-340
-0.49033,-8.5318,4.413,-0.81,2.59,-1.79,-113,231,-343
-0.39227,-8.6299,4.413,0.07,1.79,0.08,-109,226,-352
-0.5884,-8.6299,4.413,-0.5,-2.78,-2.25,-106,221,-349
-0.39227,-8.6299,4.413,0.82,-2.25,0.93,-122,232,-339
-0.39227,-8.5318,4.3149,1.25,2.08,-1.37,-106,235,-347
-0.2942,-8.6299,4.413,0.84,2.64,-1.14,-109,238,-354
-0.2942,-8.6299,4.413,-0.18,0.9,-1.08,-103,239,-348
-0.39227,-8.7279,4.5111,0.46,4.4,-1.99,-107,237,-348
-0.39227,-8.5318,4.5111,0.98,-1.08,0.31,-113,221,-347
-0.39227,-8.5318,4.5111,1.11,2.2,-1.95,-106,233,-338
-0.2942,-8.5318,4.5111,0.34,3.84,-2.36,-106,235,-336
-0.2942,-8.4337,4.5111,0.09,4.47,-2.88,-113,233,-343
-0.39227,-8.6299,4.6091,-0.9,0.98,-3.01,-103,225,-348
-0.39227,-8.4337,4.5111,-0.42,-2.02,0.34,-111,235,-354
-0.2942,-8.5318,4.5111,-0.44,2.79,-1.64,-109,231,-338
-0.2942,-8.5318,4.5111,-1.38,1.81,-0.62,-111,224,-331
-0.2942,-8.5318,4.5111,-1.35,3.14,-0.92,-100,232,-348
-0.2942,-8.7279,4.5111,-0.81,2.18,-0.34,-113,228,-338
-0.2942,-8.6299,4.5111,-0.09,-0.83,-0.16,-118,228,-345
-0.2942,-8.6299,4.413,0.41,2.43,-1.32,-115,234,-341
-0.2942,-8.6299,4.3149,-0.73,-1.95,-0.44,-117,232,-332
-0.39227,-8.5318,4.413,-1.11,0.95,-1.15,-110,234,-346
-0.39227,-8.7279,4.413,-1.98,-1.66,0.53,-122,218,-330
-0.39227,-8.6299,4.413,-2.28,-2.17,-0.77,-116,231,-343
-0.2942,-8.7279,4.413,-1.35,0.27,1.66,-116,235,-338
-0.39227,-8.6299,4.413,-2.23,-3.02,1.11,-111,221,-336
-0.49033,-8.5318,4.413,-0.52,-3.47,3.04,-116,233,-340
-0.49033,-8.826,4.1188,-1.33,-1.92,-2.78,-112,227,-332
-0.2942,-8.5318,4.1188,-1.64,-1.28,1.05,-109,240,-334
-0.39227,-8.7279,4.2169,-1.16,0.56,-0.12,-120,233,-338
-0.39227,-8.7279,4.1188,-1.19,-1.14,0.28,-129,232,-335
-0.39227,-8.826,4.0207,-0.3,-0.26,-0.93,-118,231,-327
-0.39227,-8.826,4.0207,0.22,-2.5,2.13,-119,241,-337
-0.5884,-8.9241,3.9227,0.33,-3.06,0.11,-124,232,-332
-0.5884,-9.0221,4.0207,0.3,3.79,-2.24,-119,239,-330
-0.39227,-8.826,4.2169,2.82,0.09,-5.74,-122,239,-335
-0.19613,-8.826,4.1188,7.43,-1.58,-1.91,-123,233,-340
-0.19613,-8.6299,4.0207,7.72,2.58,-6.19,-118,226,-338
-0,-8.4337,4.3149,2.87,3.9,-10.29,-107,241,-344
0.098067,-8.3357,4.3149,0.6,1.49,0.53,-111,240,-347
0,-8.5318,4.413,-3.24,6.22,-0.3,-107,248,-348
-0.098067,-8.7279,4.5111,-1.79,12.47,-10.85,-116,238,-349
0,-8.6299,4.2169,0.53,14.98,-4.04,-115,237,-351
-0.098067,-8.7279,4.413,-3.69,2.37,-2.18,-129,237,-346
-0.2942,-8.7279,4.3149,-1.55,3.53,-2.79,-122,237,-332
-0.2942,-8.7279,4.2169,-0.24,17.56,-10.21,-116,240,-340
-0.098067,-8.7279,4.3149,-0.19,12.64,-12.01,-124,237,-339
-0.098067,-8.7279,4.2169,-1.37,2.57,-1.65,-129,239,-332
-0.19613,-8.7279,4.1188,-0.7,5.94,-1.17,-130,226,-334
-0.19613,-8.7279,4.2169,-2.3,7.96,-6.02,-130,226,-329
-0.19613,-8.7279,4.2169,-0.83,3.11,1.95,-131,232,-319
-0.19613,-8.826,4.3149,0.15,4.47,-0.52,-125,219,-324
-0.098067,-8.7279,4.3149,2.54,0.66,-0.32,-129,227,-319
-0.098067,-8.7279,4.1188,3.89,0.24,-2.93,-115,230,-317
-0.2942,-8.6299,4.1188,2.24,1.2,-0.06,-122,220,-328
-0.19613,-8.7279,4.2169,2.27,3.15,2.08,-122,230,-332
-0.19613,-8.6299,4.3149,2.4,2.63,0.53,-120,224,-324
-0.2942,-8.6299,4.3149,2,3.8,-1.63,-122,211,-330
-0.2942,-8.6299,4.3149,0.18,2.56,-3.69,-116,224,-334
-0.2942,-8.6299,4.3149,1.81,5.11,-1.78,-125,214,-334
-0.49033,-8.6299,4.5111,1.78,-0.34,-0.11,-117,220,-330
-0.19613,-8.6299,4.413,3.58,2.69,-4.89,-124,208,-337
-0.2942,-8.7279,4.413,2.68,-2.57,-1.81,-119,225,-330
0,-8.6299,4.413,1.48,-4.09,-4.93,-122,218,-328
-0.098067,-8.6299,4.6091,1.56,-2.31,-4.81,-117,218,-332
-0,-8.4337,4.5111,2.11,0.18,-0.85,-111,224,-331
0,-8.5318,4.6091,1.08,7.37,-3.97,-122,227,-339
-0,-8.5318,4.7072,-0.83,3.29,-0.94,-113,226,-336
-0.098067,-8.4337,4.6091,0.18,1.84,-1.91,-116,224,-338
-0.098067,-8.5318,4.7072,0.74,0.69,-0.12,-111,226,-336
-0.098067,-8.5318,4.6091,0.42,-2.03,1.69,-112,232,-332
0,-8.6299,4.6091,1.43,8.6,-4.65,-109,228,-338
0,-8.5318,4.6091,-0.49,-0.21,3.07,-107,232,-323
0,-8.5318,4.5111,-1.01,0.07,-2.33,-112,220,-341
-0.19613,-8.4337,4.7072,-0.89,-6.73,-1.12,-113,231,-338
-0,-8.4337,4.6091,1.85,1.09,-2.89,-123,228,-334
0.19613,-8.5318,4.5111,2.48,2.41,1.78,-117,225,-339
-0.098067,-8.5318,4.413,-0.87,2.98,-1.44,-110,230,-330
0.098067,-8.5318,4.7072,-0.68,0.81,-0.89,-116,224,-338
0,-8.6299,4.6091,0.76,0.66,1.63,-122,232,-341
-0.098067,-8.5318,4.7072,0.26,-4.23,1.43,-116,231,-334
-0.19613,-8.4337,4.6091,0.69,2.1,-1.93,-116,219,-340
-0.098067,-8.6299,4.7072,1.26,1.17,-0.66,-115,225,-339
0.098067,-8.5318,4.7072,1.02,0.66,0.83,-106,228,-334
0.098067,-8.6299,4.5111,0.48,1.05,-0.98,-119,215,-335
-0.098067,-8.5318,4.7072,-0.31,-0.69,0.33,-111,231,-336
-0.19613,-8.5318,4.7072,0.13,2.72,-2.22,-113,217,-340
0,-8.5318,4.8053,0.66,2.63,-2.37,-110,227,-339
-0,-8.4337,4.7072,1.76,-1.14,2.32,-110,227,-341
0.098067,-8.5318,4.7072,3.48,3.63,-1.42,-111,231,-340
0,-8.3357,4.6091,2.83,-2.25,1.33,-105,225,-335
-0.19613,-8.2376,4.7072,-0.18,-0.28,-0.1,-117,225,-332
-0.098067,-8.3357,4.6091,-0.49,4.85,0.79,-115,225,-355
0.098067,-8.5318,4.8053,-2.57,0.68,-3.41,-110,222,-344
0.098067,-8.4337,4.6091,-1.16,3.96,-2.12,-112,227,-335
0,-8.5318,4.7072,-1.97,0.4,0.11,-117,222,-335
-0,-8.5318,4.5111,-0.73,2.48,1.5,-104,231,-336
-0.19613,-8.5318,4.6091,-1.12,3.58,-0.89,-119,225,-344
-0.19613,-8.3357,4.6091,-0.41,4.31,-2.99,-109,212,-343
-0.19613,-8.5318,4.413,-8.89,5.45,-1.34,-117,222,-346
-0.098067,-8.5318,4.5111,-12.69,-10.12,5.97,-113,212,-336
-0.49033,-8.826,4.1188,-9.46,-2.22,5,-133,222,-328
-0.098067,-9.2183,4.2169,-4.54,3.33,-12.27,-130,219,-315
0.098067,-8.826,4.1188,4.4,-5.08,-0.47,-131,230,-323
0,-8.826,4.0207,4.8,-3.23,-2.85,-131,232,-321
0,-8.7279,4.1188,3.57,-1.94,-1.65,-120,238,-320
0.098067,-8.826,4.1188,3.82,4.15,-0.75,-129,234,-330
0,-8.6299,4.1188,1.1,-2.82,1.31,-117,241,-326
